BOL_Number,Carrier,Forwarder,Customer,Commodity,Container_Type,Num_Containers,POL,POD,Incoterms,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,On_Time_Delivery,Delay_Reason,Freight_Rate_USD,Total_Freight_USD,Cargo_Weight_KG,Cargo_Value_USD,Shipment_Status
BOL004789,COSCO,DSV,Costco Canada,Toys,45HC,1,Colombo,Toronto,FOB,2023-08-10,2023-09-23,2023-09-23,44,0,Yes,None,3833.98,3833.98,7280.39,75059.24,Delivered
BOL004790,Evergreen,Nippon Express,Loblaw Companies,Chemicals,45HC,2,Shenzhen,Houston,DDP,2022-07-24,2022-08-14,2022-08-14,21,0,Yes,None,930.21,1860.42,10408.99,108024.76,Delivered
BOL004791,HMM,DSV,Reitmans,Food Products,45HC,1,Singapore,Vancouver,CIF,2022-02-14,2022-03-02,2022-03-02,16,0,Yes,None,2682.59,2682.59,14380.42,395313.3,Delivered
BOL004792,MSC,Panalpina,Groupe Touchette,Textiles,45HC,10,Busan,Los Angeles,CIF,2022-08-05,2022-09-04,2022-09-04,30,0,Yes,None,907.23,9072.3,132733.14,293868.66,Delivered
BOL004793,MSC,Nippon Express,Home Depot Canada,Steel Products,40HC,4,Ningbo,Chicago,EXW,2024-09-11,2024-10-21,2024-10-21,40,0,Yes,None,2756.81,11027.24,41339.77,170334.35,Delivered
BOL004794,COSCO,Sinotrans,Groupe Touchette,Toys,20RF,3,Hong Kong,Miami,DDP,2024-04-02,2024-05-01,2024-05-01,29,0,Yes,None,2512.71,7538.13,41220.92,386024.68,Delivered
BOL004795,HMM,DB Schenker,Mountain Equipment,Food Products,40RF,10,Colombo,Houston,DAP,2024-07-19,2024-08-14,2024-08-14,26,0,Yes,None,2141.16,21411.6,172921.3,405980.72,Delivered
BOL004796,Maersk,Kuehne+Nagel,Shoppers Drug Mart,Apparel,40RF,5,Singapore,Montreal,FOB,2022-08-31,2022-10-08,2022-10-08,38,0,Yes,None,2745.11,13725.55,88536.36,410721.64,Delivered
BOL004797,COSCO,Panalpina,Groupe Touchette,Auto Parts,40HC,2,Shanghai,Houston,EXW,2022-07-10,2022-08-11,2022-08-24,32,13,No,Equipment Shortage,3541.49,7082.98,17220.34,407459.3,Delayed
BOL004798,CMA CGM,Sinotrans,Walmart Canada,Toys,40HC,3,Busan,Montreal,DAP,2024-09-02,2024-09-17,2024-09-17,15,0,Yes,None,2192.68,6578.04,26940.86,487470.71,Delivered
BOL004799,Yang Ming,CEVA Logistics,Aldo Group,Apparel,20GP,10,Kaohsiung,Los Angeles,FOB,2024-07-22,2024-08-07,2024-08-07,16,0,Yes,None,1097.91,10979.1,204135.0,367562.98,Delivered
BOL004800,ZIM,DSV,Shoppers Drug Mart,Auto Parts,45HC,10,Busan,Miami,DAP,2023-10-30,2023-12-10,2023-12-10,41,0,Yes,None,3054.96,30549.6,216693.44,130093.66,Delivered
BOL004801,ZIM,Sinotrans,Best Buy Canada,Furniture,40RF,8,Shanghai,Los Angeles,CIF,2022-04-08,2022-04-27,2022-04-27,19,0,Yes,None,1591.91,12735.28,52830.46,387221.66,Delivered
BOL004802,ZIM,CEVA Logistics,Loblaws,Auto Parts,40RF,2,Kaohsiung,Los Angeles,CIF,2023-05-11,2023-05-29,2023-05-29,18,0,Yes,None,3087.95,6175.9,49167.34,499091.75,Delivered
BOL004803,Hapag-Lloyd,Sinotrans,Groupe Touchette,Furniture,45HC,10,Rotterdam,Los Angeles,CFR,2023-11-19,2023-12-28,2023-12-28,39,0,Yes,None,1485.2,14852.0,229871.09,197840.56,Delivered
BOL004804,MSC,CEVA Logistics,Metro Inc,Furniture,45HC,5,Colombo,Halifax,CIF,2024-02-10,2024-03-09,2024-03-09,28,0,Yes,None,1286.91,6434.55,69298.81,109797.95,Delivered
BOL004805,HMM,Kuehne+Nagel,Empire Company,Auto Parts,45HC,1,Rotterdam,Toronto,FOB,2022-01-20,2022-02-14,2022-02-14,25,0,Yes,None,3139.7,3139.7,24030.03,342549.32,Delivered
BOL004806,HMM,Nippon Express,Loblaws,Machinery,45HC,2,Shenzhen,Montreal,EXW,2024-07-27,2024-08-25,2024-08-25,29,0,Yes,None,1392.09,2784.18,37081.54,108902.51,Delivered
BOL004807,CMA CGM,Nippon Express,Sport Chek,Chemicals,40HC,3,Kaohsiung,Seattle,FOB,2023-12-21,2024-01-09,2024-01-09,19,0,Yes,None,1692.47,5077.41,51571.96,177252.09,Delivered
BOL004808,Maersk,DSV,IKEA Canada,Auto Parts,40RF,4,Shanghai,Halifax,FOB,2022-06-05,2022-07-03,2022-07-03,28,0,Yes,None,2466.68,9866.72,105263.81,374067.68,Delivered
BOL004809,Evergreen,Sinotrans,Loblaw Companies,Auto Parts,20GP,2,Hong Kong,Montreal,DDP,2024-03-12,2024-04-14,2024-04-19,33,5,No,Documentation Error,2017.41,4034.82,49117.28,118566.85,Delivered
BOL004810,Evergreen,CEVA Logistics,Shoppers Drug Mart,Food Products,20GP,3,Colombo,Halifax,EXW,2024-01-09,2024-01-25,2024-01-25,16,0,Yes,None,4498.71,13496.13,19870.09,161085.17,Delivered
BOL004811,COSCO,Sinotrans,Walmart Canada,Electronics,45HC,10,Singapore,Miami,DAP,2023-05-21,2023-06-07,2023-06-07,17,0,Yes,None,2992.53,29925.3,200075.72,440829.06,Delivered
BOL004812,Evergreen,Nippon Express,Indigo Books,Machinery,40RF,8,Hamburg,Los Angeles,FOB,2023-12-12,2024-01-20,2024-01-20,39,0,Yes,None,3913.8,31310.4,126837.25,498983.87,Delivered
BOL004813,ZIM,DB Schenker,Empire Company,Auto Parts,40HC,4,Hamburg,Toronto,DDP,2024-10-13,2024-11-05,2024-11-05,23,0,Yes,None,2827.82,11311.28,55831.54,301646.24,Delivered
BOL004814,ZIM,Expeditors,Mountain Equipment,Steel Products,20RF,4,Ningbo,New York,CFR,2022-07-29,2022-08-13,2022-08-13,15,0,Yes,None,1202.02,4808.08,104763.02,306499.95,Delivered
BOL004815,CMA CGM,Sinotrans,Shoppers Drug Mart,Food Products,20GP,6,Busan,Houston,DAP,2023-09-10,2023-10-02,2023-10-02,22,0,Yes,None,2319.87,13919.22,99348.61,481512.12,Delivered
BOL004816,MSC,Sinotrans,Loblaws,Electronics,20GP,6,Busan,Miami,FOB,2023-12-24,2024-01-18,2024-01-28,25,10,No,Documentation Error,1698.52,10191.12,164858.18,28787.61,Delayed
BOL004817,COSCO,DSV,Sport Chek,Toys,20GP,2,Shanghai,Halifax,CIF,2022-02-11,2022-03-18,2022-03-18,35,0,Yes,None,4125.73,8251.46,43052.19,177363.72,Delivered
BOL004818,Hapag-Lloyd,DB Schenker,Sobeys,Apparel,45HC,6,Busan,Houston,EXW,2024-05-07,2024-05-30,2024-05-30,23,0,Yes,None,3761.24,22567.44,147004.89,187024.36,Delivered
BOL004819,ONE,Sinotrans,Empire Company,Steel Products,45HC,5,Kaohsiung,Halifax,DAP,2023-04-27,2023-06-11,2023-06-11,45,0,Yes,None,1351.93,6759.65,62414.5,298225.97,Delivered
BOL004820,Evergreen,DSV,Reitmans,Furniture,45HC,6,Rotterdam,Toronto,DDP,2023-10-30,2023-11-18,2023-11-18,19,0,Yes,None,2201.06,13206.36,155899.47,63960.37,Delivered
BOL004821,ONE,DB Schenker,Reitmans,Furniture,20RF,5,Rotterdam,New York,CFR,2024-12-31,2025-02-13,2025-02-13,44,0,Yes,None,1188.9,5944.5,125415.67,251983.34,In Transit
BOL004822,ONE,DB Schenker,Walmart Canada,Furniture,40GP,4,Shanghai,Los Angeles,FOB,2024-10-25,2024-11-08,2024-11-08,14,0,Yes,None,1160.41,4641.64,37717.6,334458.5,Delivered
BOL004823,Evergreen,CEVA Logistics,Sobeys,Machinery,45HC,10,Ningbo,Houston,DAP,2024-11-24,2024-12-09,2024-12-09,15,0,Yes,None,3371.54,33715.4,60437.73,244383.04,Delivered
BOL004824,COSCO,Kuehne+Nagel,Reitmans,Textiles,45HC,2,Shenzhen,Seattle,DDP,2024-06-27,2024-08-01,2024-08-01,35,0,Yes,None,2217.57,4435.14,21463.73,328760.8,Delivered
BOL004825,Evergreen,DSV,Empire Company,Textiles,45HC,10,Ningbo,New York,EXW,2024-06-08,2024-07-03,2024-07-03,25,0,Yes,None,2679.62,26796.2,111764.09,444966.25,Delivered
BOL004826,MSC,DSV,Empire Company,Toys,40RF,6,Hamburg,Vancouver,FOB,2024-03-29,2024-04-16,2024-04-16,18,0,Yes,None,1917.0,11502.0,130322.37,462271.47,Delivered
BOL004827,MSC,Kuehne+Nagel,Best Buy Canada,Auto Parts,20GP,5,Colombo,New York,CIF,2023-09-26,2023-10-14,2023-10-20,18,6,No,Equipment Shortage,2039.17,10195.85,33274.4,335830.33,Delayed
BOL004828,CMA CGM,Sinotrans,Giant Tiger,Food Products,20RF,2,Shanghai,Seattle,FOB,2024-02-12,2024-03-27,2024-03-27,44,0,Yes,None,4183.98,8367.96,28086.05,63131.48,Delivered
BOL004829,COSCO,Kuehne+Nagel,Mountain Equipment,Machinery,40HC,1,Shanghai,Houston,EXW,2024-11-15,2024-12-21,2024-12-21,36,0,Yes,None,3170.96,3170.96,14771.07,26328.19,Delivered
BOL004830,MSC,Nippon Express,Empire Company,Food Products,40GP,10,Colombo,Vancouver,DAP,2022-10-03,2022-10-27,2022-10-27,24,0,Yes,None,1767.81,17678.1,86765.99,272303.21,Delivered
BOL004831,HMM,Nippon Express,Costco Canada,Apparel,40GP,6,Colombo,Houston,CIF,2022-11-29,2022-12-30,2022-12-30,31,0,Yes,None,3746.3,22477.8,74386.99,157026.58,Delivered
BOL004832,MSC,Sinotrans,Loblaws,Food Products,20RF,3,Colombo,Seattle,CFR,2023-12-22,2024-01-17,2024-01-17,26,0,Yes,None,3683.6,11050.8,29294.51,271233.67,Delivered
BOL004833,COSCO,Panalpina,Loblaw Companies,Electronics,20RF,3,Hamburg,Miami,DAP,2024-06-18,2024-07-24,2024-07-24,36,0,Yes,None,3576.42,10729.26,58351.55,99005.33,Delivered
BOL004834,Yang Ming,Sinotrans,Costco Canada,Furniture,20GP,4,Rotterdam,Seattle,FOB,2024-08-18,2024-09-29,2024-09-29,42,0,Yes,None,1144.0,4576.0,88617.22,214954.48,Delivered
BOL004835,CMA CGM,Nippon Express,Shoppers Drug Mart,Machinery,40RF,10,Ningbo,Seattle,EXW,2022-01-26,2022-03-08,2022-03-08,41,0,Yes,None,1819.76,18197.6,111310.87,317508.84,Delivered
BOL004836,Evergreen,CEVA Logistics,Indigo Books,Steel Products,20RF,5,Busan,Miami,CFR,2024-03-09,2024-04-23,2024-04-23,45,0,Yes,None,2755.47,13777.35,123802.88,340496.9,Delivered
BOL004837,Hapag-Lloyd,Panalpina,Aldo Group,Machinery,40HC,10,Shenzhen,Halifax,EXW,2022-05-18,2022-06-20,2022-06-20,33,0,Yes,None,2922.05,29220.5,155432.37,332573.28,Delivered
BOL004838,CMA CGM,Panalpina,Walmart Canada,Food Products,20RF,8,Singapore,Vancouver,EXW,2024-03-15,2024-04-03,2024-04-03,19,0,Yes,None,2478.68,19829.44,96843.75,459925.68,Delivered
BOL004839,ONE,Sinotrans,Best Buy Canada,Toys,40GP,3,Busan,Toronto,CIF,2023-05-21,2023-06-27,2023-06-30,37,3,No,Customs Inspection,4478.29,13434.87,42992.77,353028.18,Delivered
BOL004840,HMM,DSV,Aldo Group,Auto Parts,40GP,7,Singapore,Halifax,DDP,2023-07-26,2023-08-30,2023-09-13,35,14,No,Customs Inspection,1141.37,7989.59,99732.31,47444.08,Delayed
BOL004841,Maersk,Nippon Express,Indigo Books,Electronics,20RF,2,Singapore,Seattle,DDP,2023-12-08,2024-01-01,2024-01-01,24,0,Yes,None,2713.89,5427.78,10495.66,163894.55,Delivered
BOL004842,Evergreen,Nippon Express,Canadian Tire,Food Products,20RF,7,Rotterdam,New York,EXW,2023-04-30,2023-05-14,2023-05-14,14,0,Yes,None,3215.53,22508.71,39008.45,179205.88,Delivered
BOL004843,CMA CGM,CEVA Logistics,Best Buy Canada,Food Products,40GP,8,Colombo,Montreal,CIF,2024-04-15,2024-05-08,2024-05-08,23,0,Yes,None,1115.09,8920.72,161486.21,375812.64,Delivered
BOL004844,Yang Ming,DSV,Walmart Canada,Textiles,40HC,1,Colombo,Vancouver,CIF,2024-04-11,2024-05-24,2024-05-24,43,0,Yes,None,2427.95,2427.95,22707.53,133655.37,Delivered
BOL004845,CMA CGM,DSV,Aldo Group,Toys,40GP,8,Hamburg,Chicago,CFR,2023-03-19,2023-04-12,2023-04-12,24,0,Yes,None,2595.76,20766.08,60812.9,233095.48,Delivered
BOL004846,Maersk,Panalpina,Canadian Tire,Food Products,45HC,3,Shenzhen,Chicago,EXW,2023-01-23,2023-03-08,2023-03-08,44,0,Yes,None,1798.99,5396.97,46825.03,255551.51,Delivered
BOL004847,ZIM,CEVA Logistics,Loblaws,Chemicals,40HC,8,Colombo,Montreal,CIF,2022-01-17,2022-02-23,2022-02-23,37,0,Yes,None,975.6,7804.8,152405.66,320308.22,Delivered
BOL004848,CMA CGM,Kuehne+Nagel,Sobeys,Textiles,40HC,6,Busan,Los Angeles,FOB,2024-09-16,2024-10-13,2024-10-13,27,0,Yes,None,2191.47,13148.82,104933.08,340274.03,Delivered
BOL004849,ONE,Sinotrans,Costco Canada,Steel Products,20GP,10,Hamburg,Seattle,CIF,2022-03-14,2022-04-08,2022-04-11,25,3,No,Documentation Error,1791.3,17913.0,99350.52,135862.18,Delivered
BOL004850,MSC,Expeditors,Loblaw Companies,Auto Parts,40HC,6,Hamburg,Montreal,CFR,2024-06-25,2024-07-23,2024-07-23,28,0,Yes,None,1813.45,10880.7,34462.41,276582.72,Delivered
BOL004851,Evergreen,Sinotrans,Sport Chek,Auto Parts,40RF,8,Hong Kong,Montreal,EXW,2022-08-03,2022-08-23,2022-08-23,20,0,Yes,None,3674.38,29395.04,113127.33,147760.01,Delivered
BOL004852,ZIM,CEVA Logistics,IKEA Canada,Toys,40GP,8,Kaohsiung,Seattle,DAP,2023-05-20,2023-06-13,2023-06-13,24,0,Yes,None,832.59,6660.72,113430.88,342509.32,Delivered
BOL004853,Yang Ming,DSV,Canadian Tire,Textiles,20RF,6,Ningbo,New York,FOB,2024-12-26,2025-01-28,2025-01-28,33,0,Yes,None,4159.19,24955.14,92165.54,224505.23,In Transit
BOL004854,CMA CGM,Kuehne+Nagel,Groupe Touchette,Apparel,40GP,1,Rotterdam,Vancouver,EXW,2024-05-15,2024-06-12,2024-06-12,28,0,Yes,None,1124.82,1124.82,26515.81,408728.76,Delivered
BOL004855,Hapag-Lloyd,Panalpina,Indigo Books,Steel Products,40RF,8,Shenzhen,Halifax,CIF,2022-12-26,2023-01-20,2023-01-29,25,9,No,Equipment Shortage,1500.33,12002.64,162103.54,137476.91,Delayed
BOL004856,CMA CGM,CEVA Logistics,Reitmans,Apparel,20RF,1,Shenzhen,Houston,DDP,2022-08-01,2022-08-22,2022-08-22,21,0,Yes,None,3909.85,3909.85,5144.49,328208.85,Delivered
BOL004857,ONE,CEVA Logistics,IKEA Canada,Steel Products,20RF,3,Singapore,New York,DAP,2024-04-21,2024-05-09,2024-05-09,18,0,Yes,None,1028.51,3085.53,22741.64,362976.28,Delivered
BOL004858,Hapag-Lloyd,DB Schenker,Costco Canada,Chemicals,40GP,8,Hong Kong,Montreal,DAP,2024-12-02,2024-12-19,2024-12-19,17,0,Yes,None,4060.16,32481.28,135623.51,60668.77,Delivered
BOL004859,ONE,Panalpina,Walmart Canada,Machinery,40RF,6,Colombo,Vancouver,DDP,2023-05-29,2023-07-04,2023-07-04,36,0,Yes,None,1637.15,9822.9,30104.68,170328.39,Delivered
BOL004860,Yang Ming,DSV,Reitmans,Toys,40GP,10,Busan,Chicago,FOB,2022-11-19,2022-12-09,2022-12-09,20,0,Yes,None,2415.62,24156.2,263598.46,293375.26,Delivered
BOL004861,ZIM,CEVA Logistics,Walmart Canada,Machinery,40GP,3,Rotterdam,Miami,DDP,2023-07-12,2023-08-21,2023-08-21,40,0,Yes,None,2474.51,7423.53,31780.36,332918.13,Delivered
BOL004862,ONE,Nippon Express,Walmart Canada,Steel Products,40RF,7,Hong Kong,New York,DAP,2022-07-23,2022-08-25,2022-08-25,33,0,Yes,None,4169.54,29186.78,129319.47,412992.66,Delivered
BOL004863,Yang Ming,Nippon Express,Empire Company,Furniture,20RF,5,Shanghai,Houston,CIF,2022-06-29,2022-07-22,2022-07-27,23,5,No,Port Congestion,3283.1,16415.5,69000.69,353314.91,Delivered
BOL004864,MSC,DB Schenker,Shoppers Drug Mart,Electronics,20RF,2,Busan,Seattle,EXW,2022-09-13,2022-09-30,2022-10-04,17,4,No,Documentation Error,3782.62,7565.24,48651.7,319563.67,Delivered
BOL004865,ONE,Nippon Express,Home Depot Canada,Furniture,20GP,1,Kaohsiung,Seattle,CIF,2024-02-17,2024-03-05,2024-03-05,17,0,Yes,None,3492.38,3492.38,12254.0,235241.68,Delivered
BOL004866,MSC,DSV,Indigo Books,Food Products,45HC,5,Busan,Toronto,CIF,2024-11-03,2024-11-17,2024-11-17,14,0,Yes,None,3948.36,19741.8,33079.1,293302.94,Delivered
BOL004867,ONE,Panalpina,Indigo Books,Steel Products,40GP,7,Busan,Houston,DDP,2022-09-14,2022-10-25,2022-11-09,41,15,No,Customs Inspection,1103.51,7724.57,172877.23,56382.99,Delayed
BOL004868,Hapag-Lloyd,Expeditors,Hudson Bay,Toys,45HC,9,Singapore,Vancouver,DAP,2024-07-25,2024-08-18,2024-08-18,24,0,Yes,None,1215.88,10942.92,195034.7,396795.69,Delivered
BOL004869,ZIM,DSV,Indigo Books,Toys,45HC,1,Colombo,Miami,FOB,2024-11-09,2024-11-25,2024-11-25,16,0,Yes,None,3697.91,3697.91,18667.69,209522.05,Delivered
BOL004870,Evergreen,CEVA Logistics,Metro Inc,Furniture,40HC,10,Busan,Miami,CIF,2022-05-29,2022-06-19,2022-06-24,21,5,No,Port Congestion,2940.91,29409.1,84813.15,333843.91,Delivered
BOL004871,Yang Ming,Sinotrans,Reitmans,Toys,20GP,2,Shanghai,Halifax,CIF,2022-12-09,2023-01-20,2023-01-20,42,0,Yes,None,1586.2,3172.4,23677.17,83930.69,Delivered
BOL004872,HMM,Kuehne+Nagel,Empire Company,Furniture,45HC,6,Shanghai,New York,DAP,2024-03-04,2024-04-17,2024-04-17,44,0,Yes,None,1576.28,9457.68,142738.16,495276.61,Delivered
BOL004873,Evergreen,DSV,Best Buy Canada,Food Products,45HC,6,Colombo,New York,FOB,2023-09-01,2023-09-29,2023-09-29,28,0,Yes,None,3829.35,22976.1,77304.18,117551.41,Delivered
BOL004874,ZIM,DB Schenker,Hudson Bay,Electronics,20GP,2,Colombo,Los Angeles,CIF,2024-05-29,2024-07-13,2024-07-13,45,0,Yes,None,4342.37,8684.74,34833.16,284870.57,Delivered
BOL004875,Evergreen,Kuehne+Nagel,Walmart Canada,Steel Products,40HC,4,Rotterdam,Miami,EXW,2023-08-31,2023-09-18,2023-09-18,18,0,Yes,None,2461.85,9847.4,51677.31,230033.93,Delivered
BOL004876,HMM,CEVA Logistics,Giant Tiger,Furniture,40RF,9,Singapore,Seattle,CIF,2022-09-24,2022-11-08,2022-11-14,45,6,No,Bad Weather,4188.25,37694.25,146162.66,190756.27,Delayed
BOL004877,Evergreen,Expeditors,Home Depot Canada,Toys,45HC,6,Rotterdam,New York,FOB,2022-06-20,2022-07-13,2022-07-13,23,0,Yes,None,3065.39,18392.34,96805.72,311820.47,Delivered
BOL004878,Maersk,Sinotrans,Giant Tiger,Auto Parts,20RF,8,Shenzhen,Seattle,DDP,2023-10-16,2023-11-06,2023-11-06,21,0,Yes,None,4165.05,33320.4,116601.24,35903.1,Delivered
BOL004879,COSCO,DSV,Shoppers Drug Mart,Machinery,40GP,9,Hong Kong,New York,EXW,2022-05-20,2022-06-16,2022-06-16,27,0,Yes,None,4381.86,39436.74,133598.26,443518.4,Delivered
BOL004880,HMM,Kuehne+Nagel,Canadian Tire,Furniture,40RF,8,Colombo,Seattle,DDP,2022-11-29,2023-01-11,2023-01-11,43,0,Yes,None,2079.46,16635.68,77312.37,313728.76,Delivered
BOL004881,Yang Ming,CEVA Logistics,Shoppers Drug Mart,Textiles,40GP,8,Kaohsiung,Halifax,DAP,2023-08-02,2023-08-25,2023-08-25,23,0,Yes,None,3058.34,24466.72,192760.14,98200.29,Delivered
BOL004882,MSC,Panalpina,IKEA Canada,Chemicals,20GP,7,Hong Kong,Vancouver,FOB,2024-02-17,2024-03-28,2024-03-28,40,0,Yes,None,2077.89,14545.23,119700.65,471090.01,Delivered
BOL004883,Maersk,Nippon Express,Sobeys,Chemicals,20RF,1,Rotterdam,Miami,DAP,2024-01-16,2024-02-22,2024-02-22,37,0,Yes,None,3292.9,3292.9,20765.0,377668.8,Delivered
BOL004884,Maersk,Expeditors,Aldo Group,Food Products,20GP,9,Colombo,Toronto,CIF,2023-01-16,2023-02-05,2023-02-09,20,4,No,Port Congestion,3740.09,33660.81,196812.72,429770.98,Delivered
BOL004885,COSCO,Kuehne+Nagel,Home Depot Canada,Toys,45HC,10,Kaohsiung,Seattle,CIF,2024-10-08,2024-10-30,2024-11-12,22,13,No,Customs Inspection,3396.79,33967.9,76234.34,305619.12,Delayed
BOL004886,Maersk,Kuehne+Nagel,Hudson Bay,Machinery,40RF,10,Colombo,Toronto,DAP,2024-02-25,2024-03-22,2024-03-22,26,0,Yes,None,4075.85,40758.5,149370.03,54753.15,Delivered
BOL004887,Maersk,Panalpina,Canadian Tire,Furniture,40RF,1,Shenzhen,Seattle,FOB,2023-10-31,2023-11-26,2023-11-26,26,0,Yes,None,875.46,875.46,9777.85,259212.96,Delivered
BOL004888,CMA CGM,DB Schenker,Loblaws,Steel Products,20GP,9,Shanghai,Houston,CFR,2023-11-02,2023-12-09,2023-12-09,37,0,Yes,None,2469.11,22221.99,154502.74,15791.94,Delivered
BOL004889,MSC,Expeditors,Empire Company,Furniture,40HC,4,Busan,Los Angeles,DDP,2023-04-06,2023-04-28,2023-04-28,22,0,Yes,None,3191.15,12764.6,43706.66,93849.63,Delivered
BOL004890,CMA CGM,CEVA Logistics,Indigo Books,Furniture,40RF,4,Shenzhen,New York,DAP,2022-01-15,2022-02-07,2022-02-07,23,0,Yes,None,1710.75,6843.0,21526.75,205949.44,Delivered
BOL004891,ZIM,Nippon Express,Reitmans,Textiles,45HC,4,Shenzhen,Toronto,FOB,2023-06-07,2023-07-21,2023-07-21,44,0,Yes,None,844.24,3376.96,78225.29,261618.88,Delivered
BOL004892,ONE,Expeditors,Empire Company,Toys,40HC,4,Busan,New York,CFR,2024-05-08,2024-06-15,2024-06-15,38,0,Yes,None,4452.55,17810.2,38221.8,322587.71,Delivered
BOL004893,Evergreen,Panalpina,Sobeys,Food Products,20GP,9,Rotterdam,Vancouver,CIF,2024-07-22,2024-08-07,2024-08-07,16,0,Yes,None,3611.43,32502.87,186461.89,107610.8,Delivered
BOL004894,Evergreen,Panalpina,Empire Company,Toys,40GP,4,Shenzhen,Miami,CFR,2022-02-19,2022-03-31,2022-03-31,40,0,Yes,None,4341.48,17365.92,105499.83,57783.57,Delivered
BOL004895,Maersk,DB Schenker,IKEA Canada,Furniture,40GP,6,Ningbo,Miami,DAP,2024-07-12,2024-08-10,2024-08-10,29,0,Yes,None,4084.63,24507.78,63275.86,130056.5,Delivered
BOL004896,Hapag-Lloyd,Nippon Express,Groupe Touchette,Electronics,40GP,8,Ningbo,Halifax,FOB,2022-09-20,2022-10-29,2022-10-29,39,0,Yes,None,1299.35,10394.8,135231.21,22765.58,Delivered
BOL004897,HMM,Sinotrans,Mountain Equipment,Steel Products,20GP,3,Singapore,Toronto,DAP,2023-11-08,2023-11-27,2023-11-27,19,0,Yes,None,2903.66,8710.98,56771.12,425778.52,Delivered
BOL004898,MSC,DB Schenker,IKEA Canada,Auto Parts,40RF,6,Shenzhen,Seattle,FOB,2024-08-16,2024-09-21,2024-09-21,36,0,Yes,None,3043.55,18261.3,123055.87,266728.29,Delivered
BOL004899,Evergreen,CEVA Logistics,Canadian Tire,Auto Parts,40GP,2,Ningbo,Vancouver,FOB,2022-10-25,2022-11-26,2022-11-26,32,0,Yes,None,1584.47,3168.94,23450.15,109907.78,Delivered
BOL004900,ONE,CEVA Logistics,Hudson Bay,Textiles,20GP,4,Shanghai,Halifax,DAP,2023-08-16,2023-09-09,2023-09-09,24,0,Yes,None,906.88,3627.52,31871.34,107391.4,Delivered
BOL004901,Evergreen,CEVA Logistics,Indigo Books,Apparel,40GP,1,Rotterdam,Halifax,CFR,2022-12-14,2022-12-29,2022-12-29,15,0,Yes,None,873.45,873.45,20983.21,169536.52,Delivered
BOL004902,Maersk,Sinotrans,Mountain Equipment,Chemicals,20GP,5,Hamburg,New York,CIF,2024-06-10,2024-07-04,2024-07-04,24,0,Yes,None,1694.62,8473.1,80184.06,157819.23,Delivered
BOL004903,CMA CGM,Nippon Express,IKEA Canada,Toys,20GP,10,Ningbo,Houston,DDP,2022-09-28,2022-11-12,2022-11-12,45,0,Yes,None,4456.76,44567.6,162735.0,384572.36,Delivered
BOL004904,ZIM,DSV,Aldo Group,Chemicals,20RF,2,Shanghai,New York,DAP,2024-03-01,2024-04-15,2024-04-15,45,0,Yes,None,1656.61,3313.22,36594.4,144389.88,Delivered
BOL004905,CMA CGM,Expeditors,IKEA Canada,Steel Products,40HC,1,Colombo,Chicago,EXW,2022-05-09,2022-06-11,2022-06-11,33,0,Yes,None,1176.1,1176.1,18553.98,284850.49,Delivered
BOL004906,ONE,CEVA Logistics,IKEA Canada,Food Products,40GP,9,Colombo,Montreal,DDP,2024-08-04,2024-08-24,2024-09-02,20,9,No,Bad Weather,4078.99,36710.91,47462.03,273063.28,Delayed
BOL004907,MSC,Sinotrans,Groupe Touchette,Chemicals,20GP,1,Colombo,Houston,EXW,2023-01-10,2023-02-14,2023-02-14,35,0,Yes,None,3850.75,3850.75,19757.99,208023.79,Delivered
BOL004908,COSCO,DB Schenker,Loblaws,Textiles,40GP,2,Shanghai,Montreal,CFR,2023-06-20,2023-08-03,2023-08-03,44,0,Yes,None,2715.58,5431.16,10686.49,310641.55,Delivered
BOL004909,MSC,Expeditors,Sport Chek,Auto Parts,40GP,2,Rotterdam,Montreal,EXW,2023-04-20,2023-05-27,2023-05-27,37,0,Yes,None,2323.75,4647.5,34870.19,32149.67,Delivered
BOL004910,ONE,DB Schenker,Giant Tiger,Toys,40HC,7,Rotterdam,Vancouver,DDP,2024-02-26,2024-03-20,2024-03-20,23,0,Yes,None,3651.27,25558.89,188972.19,173444.06,Delivered
BOL004911,HMM,Panalpina,Canadian Tire,Furniture,20GP,8,Singapore,Seattle,DAP,2023-04-15,2023-05-20,2023-05-20,35,0,Yes,None,1288.76,10310.08,91621.47,347440.9,Delivered
BOL004912,ZIM,DSV,Sobeys,Electronics,40GP,6,Singapore,Chicago,DAP,2023-06-28,2023-07-29,2023-07-29,31,0,Yes,None,1638.2,9829.2,37735.9,356121.64,Delivered
BOL004913,MSC,DSV,Indigo Books,Apparel,20GP,3,Shanghai,Seattle,FOB,2022-01-10,2022-01-28,2022-01-28,18,0,Yes,None,3152.32,9456.96,46409.45,322471.47,Delivered
BOL004914,COSCO,Kuehne+Nagel,Reitmans,Electronics,40GP,3,Kaohsiung,Halifax,FOB,2024-11-07,2024-11-24,2024-11-24,17,0,Yes,None,4303.47,12910.41,61452.5,259086.7,Delivered
BOL004915,Hapag-Lloyd,Sinotrans,Aldo Group,Furniture,40HC,7,Shenzhen,Los Angeles,CIF,2023-08-06,2023-09-08,2023-09-08,33,0,Yes,None,3340.37,23382.59,168738.12,138451.23,Delivered
